Instance,Compute EP,Build ALP,Solve ALP,Build ELP,Orbital Crossover,Solve (Total),Highs Run,Original Columns (Reductions),Original Rows (Reductions)
codbt164,0.06944,0.00200,0.00072,0.01073,3.60508,3.60580,3.69838,1458 (-1457),1458 (-1457)
codbt171,0.01218,0.00070,0.00089,0.00668,24.14036,24.14125,24.16303,4374 (-4373),4374 (-4373)
codbt172,0.07718,0.00218,0.00113,0.01308,137.97345,137.97458,138.07588,4374 (-4373),4374 (-4373)
codbt173,0.20645,0.00422,0.00068,0.03611,91.02840,91.02908,91.30032,4374 (-4373),4374 (-4373)
codbt174,0.54724,0.05577,0.00096,0.06848,103.17745,103.17841,103.94740,4374 (-4373),4374 (-4373)
codbt211,0.00004,0.00003,0.00091,0.00004,0.00038,0.00129,0.00152,12 (-11),12 (-11)
codbt212,0.00003,0.00001,0.00095,0.00002,0.00032,0.00127,0.00145,12 (-11),12 (-11)
codbt221,0.00006,0.00004,0.00080,0.00003,0.00052,0.00132,0.00154,36 (-35),36 (-35)
codbt222,0.00008,0.00002,0.00082,0.00003,0.00053,0.00136,0.00162,36 (-35),36 (-35)
codbt231,0.00022,0.00004,0.00096,0.00015,0.00192,0.00288,0.00348,108 (-107),108 (-107)
codbt232,0.00034,0.00004,0.00084,0.00009,0.00350,0.00434,0.00505,108 (-107),108 (-107)
codbt241,0.00052,0.00007,0.00087,0.00029,0.01207,0.01294,0.01405,324 (-323),324 (-323)
codbt242,0.00200,0.00011,0.00096,0.00057,0.03466,0.03562,0.03876,324 (-323),324 (-323)
codbt251,0.00243,0.00018,0.00107,0.00139,0.18451,0.18558,0.19018,972 (-971),972 (-971)
codbt252,0.00889,0.00041,0.00100,0.00260,0.54068,0.54169,0.55516,972 (-971),972 (-971)
codbt261,0.00806,0.00051,0.00116,0.00415,5.64425,5.64541,5.65976,2916 (-2915),2916 (-2915)
codbt262,0.04299,0.00184,0.00104,0.01105,46.39783,46.39887,46.46104,2916 (-2915),2916 (-2915)
codbt341,0.00128,0.00013,0.00087,0.00093,0.05354,0.05441,0.05714,648 (-647),648 (-647)
codbt342,0.00437,0.00020,0.00098,0.00154,0.15138,0.15235,0.15938,648 (-647),648 (-647)
codbt451,0.01014,0.00082,0.00093,0.00525,32.21215,32.21308,32.23113,3888 (-3887),3888 (-3887)
codbt452,0.05060,0.00129,0.00078,0.01156,35.34765,35.34843,35.41796,3888 (-3887),3888 (-3887)
codbt453,0.15231,0.00394,0.00081,0.02382,47.60854,47.60935,47.80777,3888 (-3887),3888 (-3887)
codbt511,0.00017,0.00005,0.00084,0.00013,0.00175,0.00259,0.00315,96 (-95),96 (-95)
codbt512,0.00029,0.00003,0.00086,0.00007,0.00168,0.00254,0.00308,96 (-95),96 (-95)
codbt521,0.00060,0.00007,0.00096,0.00034,0.00864,0.00960,0.01087,288 (-287),288 (-287)
codbt522,0.00124,0.00011,0.00102,0.00044,0.02237,0.02339,0.02548,288 (-287),288 (-287)
codbt531,0.00166,0.00013,0.00092,0.00102,0.12563,0.12655,0.12972,864 (-863),864 (-863)
codbt532,0.00692,0.00030,0.00111,0.00197,0.37608,0.37719,0.38752,864 (-863),864 (-863)
codbt711,0.00067,0.00007,0.00091,0.00052,0.01786,0.01877,0.02024,384 (-383),384 (-383)
codbt712,0.00197,0.00011,0.00117,0.00060,0.02967,0.03084,0.03397,384 (-383),384 (-383)
codbt721,0.00239,0.00017,0.00102,0.00206,0.41218,0.41320,0.41858,1152 (-1151),1152 (-1151)
codbt722,0.01010,0.00045,0.00097,0.00334,0.88914,0.89011,0.90579,1152 (-1151),1152 (-1151)
codbt731,0.01042,0.00065,0.00094,0.00577,12.23619,12.23712,12.25586,3456 (-3455),3456 (-3455)
codbt732,0.03847,0.00118,0.00061,0.00971,22.67731,22.67793,22.73227,3456 (-3455),3456 (-3455)
codbt811,0.00151,0.00014,0.00098,0.00146,0.06302,0.06401,0.06755,768 (-767),768 (-767)
codbt812,0.00473,0.00024,0.00084,0.00179,0.22304,0.22388,0.23159,768 (-767),768 (-767)
codbt821,0.00555,0.00038,0.00099,0.00389,3.62182,3.62281,3.63370,2304 (-2303),2304 (-2303)
codbt822,0.02057,0.00071,0.00056,0.00650,6.15401,6.15458,6.18555,2304 (-2303),2304 (-2303)
codbt831,0.02028,0.00113,0.00065,0.01252,102.73225,102.73290,102.77018,6912 (-6911),6912 (-6911)
codbt832,0.09485,0.00226,0.00113,0.02255,210.80898,210.81011,210.94143,6912 (-6911),6912 (-6911)
cov1052,0.00035,0.00006,0.00089,0.00016,0.00208,0.00297,0.00376,252 (-251),45 (-44)
cov1053,0.00038,0.00005,0.00074,0.00027,0.00376,0.00451,0.00541,252 (-251),120 (-119)
cov1054,0.00033,0.00006,0.00088,0.00030,0.00517,0.00605,0.00688,252 (-251),210 (-209)
cov1063,0.00119,0.00007,0.00098,0.00020,0.00567,0.00665,0.00861,210 (-209),120 (-119)
cov1064,0.00048,0.00006,0.00085,0.00020,0.00644,0.00729,0.00819,210 (-209),210 (-209)
cov1065,0.00024,0.00005,0.00090,0.00018,0.00358,0.00448,0.00515,210 (-209),252 (-251)
cov1074,0.00053,0.00006,0.00075,0.00022,0.00343,0.00418,0.00521,120 (-119),210 (-209)
cov1075,0.00050,0.00005,0.00090,0.00021,0.00299,0.00389,0.00490,120 (-119),252 (-251)
cov1076,0.00018,0.00004,0.00079,0.00015,0.00129,0.00208,0.00260,120 (-119),210 (-209)
cov1163,0.00129,0.00008,0.00076,0.00057,0.01043,0.01119,0.01349,462 (-461),165 (-164)
cov1164,0.00100,0.00009,0.00103,0.00059,0.03184,0.03288,0.03482,462 (-461),330 (-329)
cov1165,0.00066,0.00009,0.00092,0.00053,0.01625,0.01717,0.01866,462 (-461),462 (-461)
cov1174,0.00175,0.00010,0.00104,0.00050,0.01833,0.01938,0.02218,330 (-329),330 (-329)
cov1175,0.00103,0.00008,0.00109,0.00048,0.01496,0.01604,0.01792,330 (-329),462 (-461)
cov1176,0.00045,0.00009,0.00081,0.00030,0.00814,0.00895,0.00996,330 (-329),462 (-461)
cov1185,0.00136,0.00009,0.00096,0.00032,0.00556,0.00653,0.00895,165 (-164),462 (-461)
cov1186,0.00075,0.00006,0.00080,0.00027,0.00458,0.00539,0.00667,165 (-164),462 (-461)
cov1187,0.00033,0.00008,0.00095,0.00022,0.00194,0.00288,0.00372,165 (-164),330 (-329)
cov1274,0.00380,0.00020,0.00080,0.00144,0.10729,0.10809,0.11432,792 (-791),495 (-494)
cov1275,0.00239,0.00017,0.00096,0.00113,0.19951,0.20047,0.20474,792 (-791),792 (-791)
cov1276,0.00110,0.00012,0.00079,0.00099,0.04791,0.04869,0.05128,792 (-791),924 (-923)
cov1285,0.00374,0.00021,0.00093,0.00140,0.05974,0.06067,0.06676,495 (-494),792 (-791)
cov1286,0.00212,0.00015,0.00085,0.00103,0.03806,0.03891,0.04276,495 (-494),924 (-923)
cov1287,0.00081,0.00011,0.00098,0.00083,0.00972,0.01070,0.01279,495 (-494),792 (-791)
cov1296,0.00234,0.00011,0.00085,0.00055,0.01200,0.01286,0.01638,220 (-219),924 (-923)
cov1297,0.00116,0.00010,0.00084,0.00040,0.00661,0.00744,0.00938,220 (-219),792 (-791)
cov1298,0.00045,0.00008,0.00075,0.00026,0.00299,0.00374,0.00472,220 (-219),495 (-494)
cov13107,0.00509,0.00024,0.00114,0.00132,0.02016,0.02131,0.02905,286 (-285),1716 (-1715)
cov13108,0.00201,0.00013,0.00076,0.00075,0.01088,0.01164,0.01496,286 (-285),1287 (-1286)
cov13109,0.00058,0.00008,0.00089,0.00046,0.00398,0.00487,0.00627,286 (-285),715 (-714)
cov1385,0.01024,0.00041,0.00091,0.00337,0.63893,0.63984,0.65559,1287 (-1286),1287 (-1286)
cov1386,0.00630,0.00031,0.00093,0.00284,0.75650,0.75744,0.76817,1287 (-1286),1716 (-1715)
cov1387,0.00221,0.00021,0.00094,0.00268,0.11998,0.12092,0.12670,1287 (-1286),1716 (-1715)
cov1396,0.01021,0.00048,0.00116,0.00343,0.23036,0.23152,0.24773,715 (-714),1716 (-1715)
cov1397,0.00537,0.00030,0.00116,0.00287,0.12199,0.12314,0.13302,715 (-714),1716 (-1715)
cov1398,0.00138,0.00015,0.00104,0.00158,0.02871,0.02975,0.03341,715 (-714),1287 (-1286)
cov14107,0.01934,0.00076,0.00103,0.00687,0.49421,0.49524,0.52589,1001 (-1000),3432 (-3431)
cov14108,0.00710,0.00043,0.00115,0.00326,0.26493,0.26608,0.27846,1001 (-1000),3003 (-3002)
cov14109,0.00188,0.00020,0.00089,0.00200,0.04070,0.04160,0.04622,1001 (-1000),2002 (-2001)
cov141110,0.00081,0.00010,0.00077,0.00081,0.00446,0.00523,0.00719,364 (-363),1001 (-1000)
cov14118,0.00867,0.00045,0.00104,0.00372,0.05900,0.06004,0.07494,364 (-363),3003 (-3002)
cov14119,0.00416,0.00029,0.00119,0.00173,0.02245,0.02364,0.03074,364 (-363),2002 (-2001)
cov1496,0.02494,0.00093,0.00066,0.00838,3.82871,3.82937,3.86766,2002 (-2001),3003 (-3002)
cov1497,0.01215,0.00056,0.00110,0.00609,1.44397,1.44507,1.46607,2002 (-2001),3432 (-3431)
cov1498,0.00409,0.00032,0.00100,0.00470,0.33418,0.33518,0.34561,2002 (-2001),3003 (-3002)
cov15107,0.05189,0.00128,0.00097,0.01185,14.40778,14.40875,14.48091,3003 (-3002),6435 (-6434)
cov15108,0.02230,0.00086,0.00077,0.01043,6.08992,6.09068,6.12805,3003 (-3002),6435 (-6434)
cov15109,0.00679,0.00054,0.00093,0.00648,0.76265,0.76359,0.77899,3003 (-3002),5005 (-5004)
cov151110,0.00296,0.00028,0.00091,0.00345,0.04968,0.05059,0.05817,1365 (-1364),3003 (-3002)
cov15118,0.03378,0.00133,0.00076,0.01100,1.10811,1.10887,1.16026,1365 (-1364),6435 (-6434)
cov15119,0.01286,0.00076,0.00092,0.00690,0.50876,0.50968,0.53275,1365 (-1364),5005 (-5004)
cov151210,0.00460,0.00029,0.00062,0.00252,0.02545,0.02607,0.03457,455 (-454),3003 (-3002)
cov151211,0.00112,0.00012,0.00096,0.00122,0.00692,0.00788,0.01067,455 (-454),1365 (-1364)
cov15129,0.01413,0.00068,0.00076,0.00551,0.07029,0.07105,0.09423,455 (-454),5005 (-5004)
cov161110,0.01044,0.00079,0.00087,0.01119,1.80946,1.81034,1.83527,4368 (-4367),8008 (-8007)
cov16118,0.11776,0.00285,0.00071,0.03056,36.64997,36.65068,36.81585,4368 (-4367),12870 (-12869)
cov16119,0.04278,0.00177,0.00069,0.01794,15.95239,15.95309,16.02180,4368 (-4367),11440 (-11439)
cov161210,0.01835,0.00090,0.00088,0.01046,0.52652,0.52739,0.56087,1820 (-1819),8008 (-8007)
cov161211,0.00433,0.00036,0.00078,0.00523,0.13968,0.14045,0.15164,1820 (-1819),4368 (-4367)
cov16129,0.07610,0.00208,0.00102,0.02283,2.41577,2.41679,2.52765,1820 (-1819),11440 (-11439)
cov161310,0.02345,0.00091,0.00065,0.00834,0.11826,0.11892,0.15601,560 (-559),8008 (-8007)
cov161311,0.00664,0.00037,0.00092,0.00348,0.04192,0.04284,0.05481,560 (-559),4368 (-4367)
cov161312,0.00144,0.00014,0.00091,0.00153,0.01044,0.01135,0.01484,560 (-559),1820 (-1819)
cov171210,0.07977,0.00311,0.00087,0.03622,43.22116,43.22203,43.35353,6188 (-6187),19448 (-19447)
cov171211,0.01766,0.00130,0.00079,0.01905,2.53942,2.54020,2.58233,6188 (-6187),12376 (-12375)
cov17129,0.20684,0.00644,0.00068,0.05005,170.27701,170.27768,170.56882,6188 (-6187),24310 (-24309)
cov171310,0.10498,0.00306,0.00071,0.03697,6.12736,6.12807,6.28717,2380 (-2379),19448 (-19447)
cov171311,0.03614,0.00163,0.00094,0.02126,1.79120,1.79214,1.85824,2380 (-2379),12376 (-12375)
cov171312,0.00846,0.00067,0.00123,0.01052,0.24909,0.25032,0.27255,2380 (-2379),6188 (-6187)
cov171411,0.03965,0.00131,0.00085,0.01632,0.21387,0.21472,0.27959,680 (-679),12376 (-12375)
cov171412,0.01120,0.00063,0.00097,0.00763,0.06973,0.07070,0.09297,680 (-679),6188 (-6187)
cov171413,0.00229,0.00020,0.00090,0.00289,0.01232,0.01322,0.01939,680 (-679),2380 (-2379)
sts243,0.00266,0.00057,0.00091,0.00254,0.01447,0.01539,0.02240,243 (-242),9801 (-9800)
sts45,0.00020,0.00010,0.00098,0.00012,0.00072,0.00170,0.00231,45 (-44),330 (-329)
sts63,0.00028,0.00007,0.00085,0.00019,0.00126,0.00211,0.00284,63 (-62),651 (-650)
sts729,0.02257,0.00450,0.00060,0.02678,0.28815,0.28875,0.35411,729 (-728),88452 (-88451)
sts81,0.00031,0.00008,0.00078,0.00025,0.00146,0.00224,0.00310,81 (-80),1080 (-1079)
