Instance,Compute EP,Build ALP,Solve ALP,Build ELP,Orbital Crossover,Solve (Total),Highs Run,Original Columns (Reductions),Original Rows (Reductions)
codbt453,0.15318,0.00422,0.00052,0.02682,48.06421,48.06473,48.26877,3888 (-3887),3888 (-3887)
codbt511,0.00028,0.00005,0.00045,0.00036,0.00364,0.00409,0.00507,96 (-95),96 (-95)
codbt512,0.00041,0.00006,0.00032,0.00036,0.00425,0.00457,0.00573,96 (-95),96 (-95)
codbt521,0.00082,0.00009,0.00041,0.00091,0.01565,0.01607,0.01818,288 (-287),288 (-287)
codbt522,0.00171,0.00011,0.00048,0.00092,0.03249,0.03298,0.03630,288 (-287),288 (-287)
codbt531,0.00189,0.00015,0.00040,0.00123,0.14463,0.14503,0.14872,864 (-863),864 (-863)
codbt532,0.00729,0.00036,0.00047,0.00284,0.41391,0.41438,0.42622,864 (-863),864 (-863)
codbt711,0.00082,0.00010,0.00042,0.00094,0.02197,0.02239,0.02464,384 (-383),384 (-383)
codbt712,0.00336,0.00019,0.00048,0.00133,0.03482,0.03530,0.04091,384 (-383),384 (-383)
codbt721,0.00321,0.00028,0.00051,0.00363,0.49417,0.49468,0.50284,1152 (-1151),1152 (-1151)
codbt722,0.01093,0.00058,0.00097,0.00452,0.93628,0.93725,0.95516,1152 (-1151),1152 (-1151)
codbt731,0.01249,0.00083,0.00050,0.00754,13.63393,13.63443,13.65739,3456 (-3455),3456 (-3455)
codbt732,0.04284,0.00124,0.00035,0.01161,21.77266,21.77301,21.83477,3456 (-3455),3456 (-3455)
