Instance,Compute EP,Build ALP,Solve ALP,Build ELP,Orbital Crossover,Solve (Total),Highs Run,Original Columns (Reductions),Original Rows (Reductions)
cod103,0.00273,0.00074,0.00122,0.00188,0.22131,0.22253,0.22872,1024 (-1023),1024 (-1023)
cod105,0.00750,0.00039,0.00085,0.00304,0.41126,0.41212,0.42465,1024 (-1023),1024 (-1023)
cod733,0.00500,0.00052,0.00108,0.00186,1.52122,1.52230,1.53070,2187 (-2186),2187 (-2186)
cod83,0.00043,0.00006,0.00083,0.00029,0.00732,0.00815,0.00907,256 (-255),256 (-255)
cod93,0.00131,0.00063,0.00100,0.00077,0.02049,0.02149,0.02466,512 (-511),512 (-511)
codbt111,0.00003,0.00002,0.00086,0.00002,0.00029,0.00115,0.00132,6 (-5),6 (-5)
codbt112,0.00004,0.00001,0.00097,0.00002,0.00030,0.00127,0.00146,6 (-5),6 (-5)
codbt113,0.00003,0.00001,0.00084,0.00002,0.00025,0.00108,0.00131,6 (-5),6 (-5)
codbt114,0.00002,0.00001,0.00067,0.00002,0.00024,0.00090,0.00110,6 (-5),6 (-5)
codbt121,0.00003,0.00003,0.00078,0.00002,0.00031,0.00109,0.00130,18 (-17),18 (-17)
codbt122,0.00005,0.00002,0.00100,0.00003,0.00037,0.00136,0.00164,18 (-17),18 (-17)
codbt123,0.00003,0.00002,0.00097,0.00002,0.00033,0.00130,0.00151,18 (-17),18 (-17)
codbt124,0.00002,0.00001,0.00077,0.00002,0.00026,0.00104,0.00123,18 (-17),18 (-17)
codbt131,0.00008,0.00002,0.00078,0.00004,0.00075,0.00153,0.00180,54 (-53),54 (-53)
codbt132,0.00015,0.00003,0.00083,0.00004,0.00107,0.00189,0.00227,54 (-53),54 (-53)
codbt133,0.00018,0.00003,0.00088,0.00005,0.00101,0.00189,0.00229,54 (-53),54 (-53)
codbt134,0.00012,0.00002,0.00096,0.00004,0.00084,0.00180,0.00215,54 (-53),54 (-53)
codbt141,0.00035,0.00004,0.00077,0.00020,0.00386,0.00464,0.00545,162 (-161),162 (-161)
codbt142,0.00066,0.00006,0.00091,0.00019,0.00586,0.00677,0.00786,162 (-161),162 (-161)
codbt143,0.00107,0.00007,0.00083,0.00024,0.00840,0.00923,0.01084,162 (-161),162 (-161)
codbt144,0.00112,0.00007,0.00093,0.00024,0.00952,0.01045,0.01213,162 (-161),162 (-161)
codbt151,0.00093,0.00010,0.00097,0.00053,0.03936,0.04033,0.04210,486 (-485),486 (-485)
codbt152,0.00297,0.00015,0.00083,0.00092,0.07961,0.08044,0.08511,486 (-485),486 (-485)
codbt153,0.00701,0.00031,0.00086,0.00146,0.11734,0.11820,0.12815,486 (-485),486 (-485)
codbt154,0.00885,0.00035,0.00108,0.00173,0.12896,0.13004,0.14238,486 (-485),486 (-485)
codbt161,0.00323,0.00025,0.00102,0.00155,0.93521,0.93623,0.94195,1458 (-1457),1458 (-1457)
codbt162,0.01855,0.00304,0.00073,0.00469,1.97435,1.97508,2.00572,1458 (-1457),1458 (-1457)
codbt163,0.03906,0.00128,0.00063,0.00991,2.85070,2.85134,2.90939,1458 (-1457),1458 (-1457)
codbt164,0.07037,0.00251,0.00072,0.01111,3.58215,3.58287,3.67751,1458 (-1457),1458 (-1457)
codbt171,0.01301,0.00073,0.00077,0.00682,35.01499,35.01576,35.03859,4374 (-4373),4374 (-4373)
codbt172,0.06181,0.00159,0.00062,0.01282,140.93394,140.93456,141.01799,4374 (-4373),4374 (-4373)
codbt173,0.20861,0.00444,0.00083,0.03270,94.98331,94.98414,95.25391,4374 (-4373),4374 (-4373)
codbt174,0.51914,0.01371,0.00122,0.07909,105.14438,105.14560,105.82700,4374 (-4373),4374 (-4373)
codbt211,0.00005,0.00002,0.00097,0.00002,0.00036,0.00134,0.00158,12 (-11),12 (-11)
codbt212,0.00007,0.00001,0.00073,0.00002,0.00030,0.00103,0.00126,12 (-11),12 (-11)
codbt221,0.00007,0.00003,0.00056,0.00005,0.00054,0.00109,0.00136,36 (-35),36 (-35)
codbt222,0.00010,0.00002,0.00082,0.00004,0.00059,0.00141,0.00174,36 (-35),36 (-35)
codbt231,0.00018,0.00004,0.00072,0.00010,0.00217,0.00289,0.00339,108 (-107),108 (-107)
codbt232,0.00043,0.00004,0.00069,0.00014,0.00315,0.00383,0.00469,108 (-107),108 (-107)
codbt241,0.00074,0.00012,0.00084,0.00040,0.01232,0.01316,0.01467,324 (-323),324 (-323)
codbt242,0.00175,0.00016,0.00091,0.00063,0.03326,0.03417,0.03719,324 (-323),324 (-323)
codbt251,0.00214,0.00015,0.00096,0.00151,0.16272,0.16368,0.16799,972 (-971),972 (-971)
codbt252,0.00822,0.00037,0.00105,0.00294,0.55581,0.55685,0.56981,972 (-971),972 (-971)
codbt261,0.00923,0.00060,0.00100,0.00471,5.92240,5.92340,5.93977,2916 (-2915),2916 (-2915)
codbt262,0.04328,0.00146,0.00109,0.01064,46.41064,46.41173,46.47327,2916 (-2915),2916 (-2915)
codbt341,0.00129,0.00013,0.00093,0.00110,0.10024,0.10117,0.10405,648 (-647),648 (-647)
codbt342,0.00436,0.00020,0.00079,0.00164,0.16337,0.16416,0.17123,648 (-647),648 (-647)
codbt451,0.01146,0.00072,0.00097,0.00539,33.99356,33.99454,34.01414,3888 (-3887),3888 (-3887)
codbt452,0.05304,0.00120,0.00088,0.01228,34.30568,34.30656,34.38018,3888 (-3887),3888 (-3887)
codbt453,0.15429,0.00431,0.00089,0.02602,49.65846,49.65935,49.86355,3888 (-3887),3888 (-3887)
codbt511,0.00018,0.00006,0.00118,0.00013,0.00205,0.00322,0.00383,96 (-95),96 (-95)
codbt512,0.00034,0.00010,0.00092,0.00015,0.00214,0.00307,0.00387,96 (-95),96 (-95)
codbt521,0.00074,0.00015,0.00110,0.00052,0.01434,0.01543,0.01718,288 (-287),288 (-287)
codbt522,0.00237,0.00020,0.00110,0.00078,0.03326,0.03436,0.03825,288 (-287),288 (-287)
codbt531,0.00245,0.00021,0.00121,0.00146,0.15177,0.15298,0.15773,864 (-863),864 (-863)
codbt532,0.00963,0.00033,0.00119,0.00272,0.43019,0.43138,0.44551,864 (-863),864 (-863)
codbt711,0.00070,0.00008,0.00094,0.00067,0.01665,0.01758,0.01933,384 (-383),384 (-383)
codbt712,0.00170,0.00011,0.00097,0.00070,0.02522,0.02619,0.02919,384 (-383),384 (-383)
codbt721,0.00247,0.00017,0.00089,0.00203,0.39253,0.39342,0.39873,1152 (-1151),1152 (-1151)
codbt722,0.00865,0.00042,0.00097,0.00298,0.82957,0.83054,0.84415,1152 (-1151),1152 (-1151)
codbt731,0.01024,0.00074,0.00113,0.00658,14.49474,14.49587,14.51537,3456 (-3455),3456 (-3455)
codbt732,0.04041,0.00124,0.00072,0.01089,22.35313,22.35386,22.41222,3456 (-3455),3456 (-3455)
codbt811,0.00171,0.00015,0.00092,0.00146,0.06336,0.06428,0.06819,768 (-767),768 (-767)
codbt812,0.00457,0.00024,0.00088,0.00196,0.22367,0.22455,0.23233,768 (-767),768 (-767)
codbt821,0.00570,0.00036,0.00098,0.00412,3.30750,3.30849,3.31989,2304 (-2303),2304 (-2303)
codbt822,0.02329,0.00079,0.00084,0.00725,6.21208,6.21293,6.24767,2304 (-2303),2304 (-2303)
codbt831,0.02280,0.00115,0.00084,0.01314,106.80932,106.81016,106.85096,6912 (-6911),6912 (-6911)
codbt832,0.10322,0.00238,0.00089,0.03031,244.26726,244.26814,244.41866,6912 (-6911),6912 (-6911)
cov1052,0.00038,0.00011,0.00090,0.00033,0.00236,0.00326,0.00438,252 (-251),45 (-44)
cov1053,0.00046,0.00007,0.00079,0.00025,0.00422,0.00501,0.00601,252 (-251),120 (-119)
cov1054,0.00034,0.00012,0.00093,0.00030,0.00609,0.00702,0.00801,252 (-251),210 (-209)
cov1063,0.00067,0.00007,0.00082,0.00033,0.00540,0.00622,0.00753,210 (-209),120 (-119)
cov1064,0.00047,0.00004,0.00089,0.00020,0.00715,0.00804,0.00896,210 (-209),210 (-209)
cov1065,0.00025,0.00004,0.00067,0.00018,0.00393,0.00461,0.00525,210 (-209),252 (-251)
cov1074,0.00052,0.00005,0.00088,0.00017,0.00313,0.00402,0.00498,120 (-119),210 (-209)
cov1075,0.00040,0.00004,0.00095,0.00016,0.00321,0.00416,0.00499,120 (-119),252 (-251)
cov1076,0.00022,0.00006,0.00086,0.00015,0.00138,0.00224,0.00288,120 (-119),210 (-209)
cov1163,0.00123,0.00008,0.00084,0.00077,0.01231,0.01316,0.01561,462 (-461),165 (-164)
cov1164,0.00099,0.00009,0.00089,0.00067,0.03411,0.03499,0.03703,462 (-461),330 (-329)
cov1165,0.00066,0.00009,0.00091,0.00063,0.01739,0.01830,0.02002,462 (-461),462 (-461)
cov1174,0.00147,0.00009,0.00095,0.00062,0.01827,0.01922,0.02185,330 (-329),330 (-329)
cov1175,0.00092,0.00008,0.00078,0.00052,0.01541,0.01620,0.01795,330 (-329),462 (-461)
cov1176,0.00053,0.00008,0.00096,0.00040,0.00864,0.00960,0.01085,330 (-329),462 (-461)
cov1185,0.00153,0.00013,0.00100,0.00053,0.00680,0.00780,0.01037,165 (-164),462 (-461)
cov1186,0.00069,0.00007,0.00099,0.00036,0.00480,0.00578,0.00711,165 (-164),462 (-461)
cov1187,0.00032,0.00005,0.00088,0.00032,0.00213,0.00300,0.00390,165 (-164),330 (-329)
cov1274,0.00382,0.00022,0.00105,0.00173,0.16676,0.16782,0.17445,792 (-791),495 (-494)
cov1275,0.00233,0.00015,0.00079,0.00116,0.19724,0.19803,0.20222,792 (-791),792 (-791)
cov1276,0.00143,0.00011,0.00197,0.00105,0.04887,0.05083,0.05386,792 (-791),924 (-923)
cov1285,0.00362,0.00020,0.00093,0.00137,0.05928,0.06021,0.06618,495 (-494),792 (-791)
cov1286,0.00209,0.00017,0.00097,0.00137,0.03539,0.03636,0.04057,495 (-494),924 (-923)
cov1287,0.00085,0.00009,0.00097,0.00090,0.01050,0.01147,0.01363,495 (-494),792 (-791)
cov1296,0.00242,0.00014,0.00098,0.00073,0.00920,0.01018,0.01396,220 (-219),924 (-923)
cov1297,0.00125,0.00009,0.00087,0.00056,0.00779,0.00866,0.01090,220 (-219),792 (-791)
cov1298,0.00046,0.00006,0.00078,0.00033,0.00307,0.00385,0.00492,220 (-219),495 (-494)
cov13107,0.00488,0.00023,0.00105,0.00173,0.02554,0.02659,0.03460,286 (-285),1716 (-1715)
cov13108,0.00193,0.00013,0.00081,0.00096,0.01281,0.01361,0.01718,286 (-285),1287 (-1286)
cov13109,0.00060,0.00008,0.00093,0.00064,0.00400,0.00493,0.00658,286 (-285),715 (-714)
cov1385,0.00991,0.00040,0.00107,0.00398,0.63017,0.63124,0.64744,1287 (-1286),1287 (-1286)
cov1386,0.00550,0.00029,0.00091,0.00305,0.31681,0.31772,0.32773,1287 (-1286),1716 (-1715)
