Instance,Compute EP,Build ALP,Solve ALP,Build ELP,Orbital Crossover,Solve (Total),Highs Run,Original Columns (Reductions),Original Rows (Reductions)
cov1387,0.00253,0.00021,0.00097,0.00235,0.10613,0.10710,0.11286,1287 (-1286),1716 (-1715)
cov1396,0.00829,0.00043,0.00113,0.00321,0.18286,0.18399,0.19753,715 (-714),1716 (-1715)
cov1397,0.00396,0.00028,0.00110,0.00209,0.08995,0.09105,0.09821,715 (-714),1716 (-1715)
cov1398,0.00153,0.00015,0.00096,0.00161,0.02383,0.02479,0.02856,715 (-714),1287 (-1286)
cov14107,0.01706,0.00076,0.00096,0.00712,0.54755,0.54852,0.57647,1001 (-1000),3432 (-3431)
cov14108,0.01048,0.00071,0.00137,0.00522,0.36640,0.36777,0.38667,1001 (-1000),3003 (-3002)
cov14109,0.00229,0.00022,0.00107,0.00257,0.04890,0.04997,0.05578,1001 (-1000),2002 (-2001)
cov141110,0.00104,0.00016,0.00093,0.00092,0.00529,0.00621,0.00863,364 (-363),1001 (-1000)
cov14118,0.01121,0.00078,0.00142,0.00425,0.05064,0.05206,0.07125,364 (-363),3003 (-3002)
cov14119,0.00417,0.00035,0.00111,0.00236,0.02105,0.02216,0.03010,364 (-363),2002 (-2001)
cov1496,0.03416,0.00105,0.00102,0.01155,3.84886,3.84988,3.90170,2002 (-2001),3003 (-3002)
cov1497,0.01220,0.00062,0.00072,0.00574,1.62662,1.62733,1.64838,2002 (-2001),3432 (-3431)
cov1498,0.00427,0.00049,0.00123,0.00452,0.32450,0.32573,0.33634,2002 (-2001),3003 (-3002)
cov15107,0.06075,0.00247,0.00104,0.01400,14.52298,14.52402,14.60998,3003 (-3002),6435 (-6434)
cov15108,0.02301,0.00092,0.00062,0.01127,5.92769,5.92830,5.96730,3003 (-3002),6435 (-6434)
cov15109,0.00647,0.00061,0.00087,0.00685,0.79933,0.80020,0.81570,3003 (-3002),5005 (-5004)
cov151110,0.00296,0.00037,0.00092,0.00360,0.05265,0.05357,0.06144,1365 (-1364),3003 (-3002)
cov15118,0.03453,0.00129,0.00079,0.01143,1.09273,1.09352,1.14596,1365 (-1364),6435 (-6434)
cov15119,0.01176,0.00054,0.00078,0.00663,0.47859,0.47937,0.50073,1365 (-1364),5005 (-5004)
cov151210,0.00480,0.00028,0.00105,0.00307,0.02739,0.02844,0.03769,455 (-454),3003 (-3002)
cov151211,0.00108,0.00012,0.00079,0.00141,0.00685,0.00765,0.01063,455 (-454),1365 (-1364)
cov15129,0.01769,0.00114,0.00111,0.00763,0.08962,0.09073,0.12094,455 (-454),5005 (-5004)
cov161110,0.01161,0.00087,0.00103,0.01225,1.87874,1.87977,1.90725,4368 (-4367),8008 (-8007)
cov16118,0.11627,0.00298,0.00093,0.03238,47.84732,47.84826,48.01533,4368 (-4367),12870 (-12869)
cov16119,0.04362,0.00207,0.00067,0.01991,15.81404,15.81470,15.88725,4368 (-4367),11440 (-11439)
cov161210,0.02019,0.00100,0.00061,0.01138,0.69499,0.69560,0.73222,1820 (-1819),8008 (-8007)
cov161211,0.00455,0.00040,0.00083,0.00559,0.14244,0.14326,0.15510,1820 (-1819),4368 (-4367)
cov16129,0.06399,0.00207,0.00080,0.02286,2.40654,2.40734,2.50593,1820 (-1819),11440 (-11439)
cov161310,0.02448,0.00093,0.00061,0.01135,0.11451,0.11512,0.15706,560 (-559),8008 (-8007)
cov161311,0.00727,0.00040,0.00101,0.00484,0.04286,0.04388,0.05824,560 (-559),4368 (-4367)
cov161312,0.00166,0.00015,0.00088,0.00211,0.01027,0.01115,0.01558,560 (-559),1820 (-1819)
cov171210,0.07345,0.00335,0.00118,0.03426,45.01759,45.01878,45.14085,6188 (-6187),19448 (-19447)
cov171211,0.01750,0.00125,0.00094,0.01925,2.51652,2.51746,2.55966,6188 (-6187),12376 (-12375)
cov17129,0.21335,0.00513,0.00073,0.05601,230.03344,230.03416,230.33553,6188 (-6187),24310 (-24309)
cov171310,0.11631,0.00484,0.00110,0.03878,5.96462,5.96572,6.14426,2380 (-2379),19448 (-19447)
cov171311,0.03315,0.00145,0.00080,0.02067,2.04141,2.04222,2.10369,2380 (-2379),12376 (-12375)
cov171312,0.00720,0.00061,0.00087,0.00927,0.24725,0.24813,0.26712,2380 (-2379),6188 (-6187)
cov171411,0.04156,0.00191,0.00114,0.01817,0.20472,0.20587,0.27539,680 (-679),12376 (-12375)
cov171412,0.01040,0.00059,0.00088,0.00797,0.06997,0.07085,0.09244,680 (-679),6188 (-6187)
cov171413,0.00240,0.00021,0.00110,0.00321,0.01289,0.01399,0.02061,680 (-679),2380 (-2379)
sts243,0.00234,0.00056,0.00103,0.00267,0.01569,0.01672,0.02358,243 (-242),9801 (-9800)
sts45,0.00019,0.00012,0.00107,0.00013,0.00095,0.00203,0.00263,45 (-44),330 (-329)
sts63,0.00022,0.00010,0.00088,0.00017,0.00109,0.00197,0.00266,63 (-62),651 (-650)
sts729,0.02303,0.00481,0.00086,0.02761,0.31334,0.31420,0.38207,729 (-728),88452 (-88451)
sts81,0.00040,0.00009,0.00095,0.00031,0.00162,0.00257,0.00363,81 (-80),1080 (-1079)
