Instance,Compute EP,Build ALP,Solve ALP,Build ELP,Orbital Crossover,Solve (Total),Highs Run,Original Columns (Reductions),Original Rows (Reductions)
codbt342,0.00774,0.00033,0.00116,0.00372,0.22073,0.22188,0.23527,648 (-647),648 (-647)
codbt451,0.02035,0.00144,0.00176,0.00761,24.60946,24.61122,24.64349,3888 (-3887),3888 (-3887)
codbt452,0.05920,0.00145,0.00126,0.01321,41.35929,41.36055,41.44172,3888 (-3887),3888 (-3887)
codbt453,0.16886,0.00445,0.00147,0.02862,51.23167,51.23314,51.45908,3888 (-3887),3888 (-3887)
codbt511,0.00024,0.00005,0.00129,0.00026,0.00274,0.00402,0.00477,96 (-95),96 (-95)
codbt512,0.00043,0.00005,0.00093,0.00034,0.00290,0.00383,0.00481,96 (-95),96 (-95)
codbt521,0.00063,0.00006,0.00100,0.00060,0.01182,0.01283,0.01434,288 (-287),288 (-287)
codbt522,0.00156,0.00009,0.00098,0.00072,0.02356,0.02455,0.02725,288 (-287),288 (-287)
codbt531,0.00275,0.00015,0.00109,0.00165,0.13261,0.13370,0.13882,864 (-863),864 (-863)
codbt532,0.00839,0.00029,0.00090,0.00265,0.38907,0.38998,0.40279,864 (-863),864 (-863)
codbt711,0.00167,0.00021,0.00163,0.00172,0.03045,0.03208,0.03634,384 (-383),384 (-383)
codbt712,0.00432,0.00017,0.00195,0.00216,0.04339,0.04534,0.05279,384 (-383),384 (-383)
codbt721,0.00466,0.00025,0.00114,0.00398,0.48240,0.48354,0.49360,1152 (-1151),1152 (-1151)
codbt722,0.01603,0.00101,0.00268,0.00505,0.88569,0.88836,0.91291,1152 (-1151),1152 (-1151)
codbt731,0.01343,0.00066,0.00101,0.00883,11.25780,11.25880,11.28396,3456 (-3455),3456 (-3455)
codbt732,0.04721,0.00142,0.00104,0.01124,22.45884,22.45989,22.52639,3456 (-3455),3456 (-3455)
codbt811,0.00264,0.00021,0.00197,0.00322,0.09155,0.09352,0.10052,768 (-767),768 (-767)
codbt812,0.00702,0.00024,0.00109,0.00249,0.24576,0.24685,0.25758,768 (-767),768 (-767)
codbt821,0.00765,0.00042,0.00112,0.00458,3.50517,3.50629,3.52053,2304 (-2303),2304 (-2303)
codbt822,0.03083,0.00093,0.00107,0.00880,6.64245,6.64352,6.68845,2304 (-2303),2304 (-2303)
codbt831,0.02469,0.00114,0.00111,0.01421,108.52415,108.52526,108.57053,6912 (-6911),6912 (-6911)
codbt832,0.10717,0.00328,0.00106,0.02446,255.94597,255.94704,256.09388,6912 (-6911),6912 (-6911)
cov1052,0.00081,0.00007,0.00119,0.00053,0.00354,0.00473,0.00643,252 (-251),45 (-44)
cov1053,0.00077,0.00008,0.00127,0.00076,0.00844,0.00971,0.01162,252 (-251),120 (-119)
cov1054,0.00054,0.00009,0.00126,0.00072,0.00759,0.00884,0.01041,252 (-251),210 (-209)
cov1063,0.00067,0.00007,0.00090,0.00042,0.00728,0.00818,0.00971,210 (-209),120 (-119)
cov1064,0.00059,0.00008,0.00116,0.00043,0.00741,0.00857,0.01006,210 (-209),210 (-209)
cov1065,0.00049,0.00009,0.00078,0.00041,0.00608,0.00686,0.00827,210 (-209),252 (-251)
cov1074,0.00072,0.00009,0.00066,0.00043,0.00488,0.00554,0.00708,120 (-119),210 (-209)
cov1075,0.00053,0.00005,0.00103,0.00033,0.00358,0.00461,0.00579,120 (-119),252 (-251)
cov1076,0.00031,0.00004,0.00122,0.00040,0.00267,0.00389,0.00492,120 (-119),210 (-209)
cov1163,0.00179,0.00010,0.00097,0.00130,0.01459,0.01556,0.01920,462 (-461),165 (-164)
cov1164,0.00137,0.00011,0.00104,0.00125,0.03266,0.03370,0.03674,462 (-461),330 (-329)
cov1165,0.00119,0.00008,0.00129,0.00080,0.01800,0.01929,0.02166,462 (-461),462 (-461)
cov1174,0.00224,0.00010,0.00151,0.00130,0.02195,0.02346,0.02754,330 (-329),330 (-329)
cov1175,0.00123,0.00010,0.00107,0.00072,0.01718,0.01826,0.02059,330 (-329),462 (-461)
cov1176,0.00063,0.00008,0.00129,0.00063,0.00912,0.01040,0.01193,330 (-329),462 (-461)
cov1185,0.00199,0.00008,0.00081,0.00106,0.00989,0.01070,0.01429,165 (-164),462 (-461)
cov1186,0.00121,0.00007,0.00094,0.00082,0.00594,0.00688,0.00925,165 (-164),462 (-461)
cov1187,0.00041,0.00004,0.00121,0.00065,0.00381,0.00502,0.00630,165 (-164),330 (-329)
cov1274,0.00502,0.00025,0.00131,0.00262,0.15309,0.15440,0.16334,792 (-791),495 (-494)
cov1275,0.00382,0.00029,0.00187,0.00177,0.21584,0.21771,0.22492,792 (-791),792 (-791)
cov1276,0.00159,0.00014,0.00076,0.00202,0.05710,0.05786,0.06222,792 (-791),924 (-923)
cov1285,0.00492,0.00023,0.00124,0.00226,0.05422,0.05546,0.06389,495 (-494),792 (-791)
cov1286,0.00381,0.00017,0.00222,0.00262,0.04086,0.04309,0.05045,495 (-494),924 (-923)
cov1287,0.00106,0.00012,0.00141,0.00182,0.01273,0.01414,0.01770,495 (-494),792 (-791)
cov1296,0.00294,0.00014,0.00100,0.00221,0.01611,0.01711,0.02298,220 (-219),924 (-923)
cov1297,0.00157,0.00009,0.00108,0.00138,0.01018,0.01126,0.01496,220 (-219),792 (-791)
cov1298,0.00050,0.00007,0.00190,0.00074,0.00382,0.00572,0.00726,220 (-219),495 (-494)
cov13107,0.00627,0.00022,0.00135,0.00271,0.02767,0.02902,0.03966,286 (-285),1716 (-1715)
cov13108,0.00320,0.00014,0.00096,0.00283,0.01676,0.01771,0.02459,286 (-285),1287 (-1286)
cov13109,0.00101,0.00015,0.00291,0.00147,0.00706,0.00997,0.01305,286 (-285),715 (-714)
cov1385,0.01397,0.00037,0.00121,0.00447,0.77179,0.77300,0.79392,1287 (-1286),1287 (-1286)
cov1386,0.00759,0.00035,0.00123,0.00374,0.69530,0.69653,0.70979,1287 (-1286),1716 (-1715)
cov1387,0.00352,0.00033,0.00156,0.00455,0.14616,0.14772,0.15747,1287 (-1286),1716 (-1715)
cov1396,0.01369,0.00108,0.00211,0.00452,0.26701,0.26912,0.29132,715 (-714),1716 (-1715)
cov1397,0.00603,0.00048,0.00135,0.00380,0.14146,0.14281,0.15468,715 (-714),1716 (-1715)
cov1398,0.00212,0.00018,0.00074,0.00358,0.03253,0.03327,0.03984,715 (-714),1287 (-1286)
cov14107,0.02550,0.00071,0.00101,0.01055,0.57799,0.57900,0.61961,1001 (-1000),3432 (-3431)
cov14108,0.00993,0.00043,0.00084,0.00418,0.30940,0.31024,0.32643,1001 (-1000),3003 (-3002)
cov14109,0.00302,0.00029,0.00096,0.00294,0.05280,0.05376,0.06098,1001 (-1000),2002 (-2001)
cov141110,0.00119,0.00013,0.00103,0.00233,0.00846,0.00949,0.01366,364 (-363),1001 (-1000)
cov14118,0.01286,0.00084,0.00167,0.00636,0.05780,0.05947,0.08223,364 (-363),3003 (-3002)
cov14119,0.00542,0.00037,0.00179,0.00444,0.03260,0.03439,0.04611,364 (-363),2002 (-2001)
cov1496,0.03469,0.00101,0.00151,0.01073,3.94591,3.94742,3.99972,2002 (-2001),3003 (-3002)
cov1497,0.01719,0.00103,0.00103,0.00756,1.71850,1.71954,1.74855,2002 (-2001),3432 (-3431)
cov1498,0.00652,0.00051,0.00134,0.00495,0.42123,0.42257,0.43639,2002 (-2001),3003 (-3002)
cov15107,0.05735,0.00170,0.00111,0.01376,21.31039,21.31150,21.39140,3003 (-3002),6435 (-6434)
cov15108,0.02586,0.00106,0.00119,0.01122,6.22340,6.22460,6.26738,3003 (-3002),6435 (-6434)
cov15109,0.00905,0.00058,0.00126,0.00700,0.82537,0.82663,0.84513,3003 (-3002),5005 (-5004)
cov151110,0.00447,0.00031,0.00085,0.00532,0.06845,0.06929,0.08064,1365 (-1364),3003 (-3002)
cov15118,0.03955,0.00141,0.00157,0.01296,1.21112,1.21269,1.27291,1365 (-1364),6435 (-6434)
cov15119,0.01979,0.00075,0.00207,0.00774,0.51987,0.52194,0.55379,1365 (-1364),5005 (-5004)
cov151210,0.00772,0.00034,0.00107,0.00494,0.03790,0.03897,0.05316,455 (-454),3003 (-3002)
cov151211,0.00189,0.00022,0.00157,0.00284,0.01116,0.01273,0.01820,455 (-454),1365 (-1364)
cov15129,0.01850,0.00074,0.00106,0.00872,0.09310,0.09416,0.12621,455 (-454),5005 (-5004)
cov161110,0.01417,0.00102,0.00118,0.01141,1.84260,1.84378,1.87425,4368 (-4367),8008 (-8007)
cov16118,0.12322,0.00308,0.00129,0.03321,35.01336,35.01465,35.19244,4368 (-4367),12870 (-12869)
cov16119,0.04989,0.00176,0.00185,0.02229,17.25237,17.25422,17.33684,4368 (-4367),11440 (-11439)
cov161210,0.02282,0.00197,0.00102,0.01136,0.67652,0.67754,0.71826,1820 (-1819),8008 (-8007)
cov161211,0.00904,0.00073,0.00126,0.00983,0.22442,0.22568,0.24779,1820 (-1819),4368 (-4367)
cov16129,0.08350,0.00297,0.00125,0.02770,2.82356,2.82480,2.95461,1820 (-1819),11440 (-11439)
cov161310,0.02945,0.00087,0.00133,0.01298,0.13156,0.13289,0.18102,560 (-559),8008 (-8007)
cov161311,0.01074,0.00055,0.00098,0.00633,0.05712,0.05810,0.07816,560 (-559),4368 (-4367)
cov161312,0.00240,0.00022,0.00101,0.00468,0.01680,0.01781,0.02632,560 (-559),1820 (-1819)
cov171210,0.08286,0.00258,0.00096,0.03740,45.88190,45.88286,46.01804,6188 (-6187),19448 (-19447)
cov171211,0.02269,0.00122,0.00126,0.02128,2.46536,2.46662,2.51750,6188 (-6187),12376 (-12375)
cov17129,0.24139,0.00440,0.00105,0.05594,239.56651,239.56757,239.90349,6188 (-6187),24310 (-24309)
cov171310,0.12393,0.00403,0.00148,0.03944,6.11368,6.11516,6.29916,2380 (-2379),19448 (-19447)
cov171311,0.04083,0.00151,0.00131,0.02297,2.41065,2.41195,2.48562,2380 (-2379),12376 (-12375)
cov171312,0.01481,0.00084,0.00107,0.01550,0.28661,0.28768,0.32218,2380 (-2379),6188 (-6187)
cov171411,0.05045,0.00163,0.00222,0.02163,0.23761,0.23983,0.32239,680 (-679),12376 (-12375)
cov171412,0.01298,0.00061,0.00082,0.00856,0.07622,0.07704,0.10179,680 (-679),6188 (-6187)
cov171413,0.00312,0.00022,0.00087,0.00646,0.02258,0.02345,0.03419,680 (-679),2380 (-2379)
sts243,0.00321,0.00064,0.00126,0.00267,0.01752,0.01879,0.02669,243 (-242),9801 (-9800)
sts45,0.00025,0.00009,0.00165,0.00023,0.00109,0.00274,0.00350,45 (-44),330 (-329)
sts63,0.00058,0.00006,0.00091,0.00043,0.00274,0.00365,0.00501,63 (-62),651 (-650)
sts729,0.02216,0.00508,0.00127,0.02882,0.31223,0.31351,0.38053,729 (-728),88452 (-88451)
sts81,0.00053,0.00012,0.00101,0.00063,0.00284,0.00385,0.00538,81 (-80),1080 (-1079)
