Instance,Compute EP,Build ALP,Solve ALP,Build ELP,Orbital Crossover,Solve (Total),Highs Run,Original Columns (Reductions),Original Rows (Reductions)
cov13109,0.00086,0.00010,0.00141,0.00176,0.00832,0.00973,0.01281,286 (-285),715 (-714)
cov1385,0.01548,0.00044,0.00094,0.00475,0.78750,0.78844,0.81122,1287 (-1286),1287 (-1286)
cov1386,0.00957,0.00033,0.00112,0.00418,0.66203,0.66315,0.67881,1287 (-1286),1716 (-1715)
cov1387,0.00461,0.00041,0.00137,0.00415,0.15952,0.16089,0.17114,1287 (-1286),1716 (-1715)
cov1396,0.01363,0.00067,0.00185,0.00524,0.23237,0.23421,0.25627,715 (-714),1716 (-1715)
cov1397,0.00730,0.00040,0.00225,0.00474,0.17112,0.17338,0.18737,715 (-714),1716 (-1715)
cov1398,0.00251,0.00017,0.00174,0.00422,0.04276,0.04449,0.05244,715 (-714),1287 (-1286)
cov14107,0.02834,0.00115,0.00125,0.00993,0.64555,0.64680,0.69133,1001 (-1000),3432 (-3431)
cov14108,0.01274,0.00076,0.00097,0.00586,0.35504,0.35600,0.37812,1001 (-1000),3003 (-3002)
cov14109,0.00405,0.00039,0.00116,0.00376,0.06131,0.06247,0.07187,1001 (-1000),2002 (-2001)
cov141110,0.00156,0.00015,0.00189,0.00312,0.01399,0.01588,0.02129,364 (-363),1001 (-1000)
cov14118,0.01630,0.00069,0.00137,0.00950,0.07630,0.07767,0.10739,364 (-363),3003 (-3002)
cov14119,0.00590,0.00025,0.00083,0.00468,0.03063,0.03146,0.04453,364 (-363),2002 (-2001)
cov1496,0.02905,0.00128,0.00103,0.00964,4.13987,4.14090,4.18671,2002 (-2001),3003 (-3002)
cov1497,0.02041,0.00088,0.00146,0.00856,1.69667,1.69813,1.73132,2002 (-2001),3432 (-3431)
cov1498,0.00543,0.00038,0.00112,0.00516,0.35151,0.35264,0.36516,2002 (-2001),3003 (-3002)
cov15107,0.06162,0.00184,0.00143,0.01335,21.90415,21.90558,21.99036,3003 (-3002),6435 (-6434)
cov15108,0.03002,0.00109,0.00109,0.01183,7.26542,7.26652,7.31388,3003 (-3002),6435 (-6434)
cov15109,0.00980,0.00069,0.00098,0.00882,0.84104,0.84202,0.86348,3003 (-3002),5005 (-5004)
cov151110,0.00480,0.00033,0.00085,0.00568,0.07232,0.07317,0.08538,1365 (-1364),3003 (-3002)
cov15118,0.03877,0.00132,0.00137,0.01397,1.16573,1.16710,1.22752,1365 (-1364),6435 (-6434)
cov15119,0.01627,0.00080,0.00130,0.00665,0.46594,0.46724,0.49408,1365 (-1364),5005 (-5004)
cov151210,0.00895,0.00042,0.00153,0.00704,0.05210,0.05363,0.07202,455 (-454),3003 (-3002)
cov151211,0.00245,0.00016,0.00103,0.00474,0.01945,0.02048,0.02870,455 (-454),1365 (-1364)
cov15129,0.02562,0.00090,0.00164,0.01304,0.12002,0.12167,0.16608,455 (-454),5005 (-5004)
cov161110,0.01608,0.00104,0.00105,0.01182,1.96700,1.96804,2.00036,4368 (-4367),8008 (-8007)
cov16118,0.13345,0.00363,0.00161,0.03499,37.10383,37.10544,37.29481,4368 (-4367),12870 (-12869)
cov16119,0.05196,0.00160,0.00108,0.02061,19.45616,19.45725,19.53929,4368 (-4367),11440 (-11439)
cov161210,0.02629,0.00131,0.00098,0.01307,0.70687,0.70785,0.75391,1820 (-1819),8008 (-8007)
cov161211,0.00674,0.00047,0.00082,0.00598,0.14997,0.15078,0.16566,1820 (-1819),4368 (-4367)
cov16129,0.08257,0.00224,0.00113,0.02481,2.90071,2.90185,3.02212,1820 (-1819),11440 (-11439)
cov161310,0.03125,0.00087,0.00097,0.01245,0.14725,0.14822,0.19918,560 (-559),8008 (-8007)
cov161311,0.00989,0.00048,0.00112,0.00731,0.05321,0.05432,0.07462,560 (-559),4368 (-4367)
cov161312,0.00296,0.00021,0.00180,0.00472,0.01627,0.01806,0.02699,560 (-559),1820 (-1819)
cov171210,0.08305,0.00244,0.00144,0.03753,42.06159,42.06303,42.19925,6188 (-6187),19448 (-19447)
cov171211,0.01886,0.00136,0.00085,0.02064,2.44592,2.44677,2.49215,6188 (-6187),12376 (-12375)
cov17129,0.20805,0.00449,0.00063,0.04965,150.55685,150.55748,150.84709,6188 (-6187),24310 (-24309)
cov171310,0.10549,0.00304,0.00079,0.03695,6.00231,6.00310,6.16421,2380 (-2379),19448 (-19447)
cov171311,0.03730,0.00169,0.00090,0.02182,1.97099,1.97190,2.03995,2380 (-2379),12376 (-12375)
cov171312,0.00843,0.00075,0.00109,0.01064,0.21633,0.21742,0.23953,2380 (-2379),6188 (-6187)
cov171411,0.03979,0.00146,0.00065,0.01891,0.20342,0.20406,0.27208,680 (-679),12376 (-12375)
cov171412,0.01066,0.00078,0.00099,0.00883,0.06145,0.06244,0.08548,680 (-679),6188 (-6187)
cov171413,0.00219,0.00019,0.00097,0.00382,0.01645,0.01742,0.02444,680 (-679),2380 (-2379)
sts243,0.00218,0.00052,0.00090,0.00245,0.01376,0.01466,0.02097,243 (-242),9801 (-9800)
sts45,0.00017,0.00005,0.00096,0.00012,0.00096,0.00192,0.00246,45 (-44),330 (-329)
sts63,0.00032,0.00008,0.00096,0.00025,0.00127,0.00223,0.00316,63 (-62),651 (-650)
sts729,0.02232,0.00441,0.00066,0.02642,0.28507,0.28574,0.34983,729 (-728),88452 (-88451)
sts81,0.00031,0.00010,0.00084,0.00026,0.00159,0.00243,0.00333,81 (-80),1080 (-1079)
