Instance,Compute EP,Build ALP,Solve ALP,Build ELP,Orbital Crossover,Solve (Total),Highs Run,Original Columns (Reductions),Original Rows (Reductions)
cov1275,0.00256,0.00015,0.00103,0.00107,0.20753,0.20856,0.21291,792 (-791),792 (-791)
cov1276,0.00140,0.00013,0.00072,0.00103,0.05035,0.05107,0.05396,792 (-791),924 (-923)
cov1285,0.00506,0.00028,0.00084,0.00089,0.06862,0.06946,0.07699,495 (-494),792 (-791)
cov1286,0.00227,0.00016,0.00099,0.00072,0.04250,0.04349,0.04715,495 (-494),924 (-923)
cov1287,0.00086,0.00011,0.00070,0.00054,0.01333,0.01403,0.01577,495 (-494),792 (-791)
cov1296,0.00329,0.00017,0.00109,0.00053,0.01422,0.01531,0.01985,220 (-219),924 (-923)
cov1297,0.00176,0.00011,0.00095,0.00033,0.00977,0.01073,0.01340,220 (-219),792 (-791)
cov1298,0.00058,0.00008,0.00104,0.00025,0.00458,0.00562,0.00676,220 (-219),495 (-494)
cov13107,0.00623,0.00028,0.00153,0.00117,0.02807,0.02960,0.03850,286 (-285),1716 (-1715)
cov13108,0.00206,0.00013,0.00080,0.00095,0.01433,0.01514,0.01887,286 (-285),1287 (-1286)
cov13109,0.00077,0.00009,0.00070,0.00058,0.00343,0.00413,0.00583,286 (-285),715 (-714)
cov1385,0.01033,0.00049,0.00095,0.00288,0.60916,0.61010,0.62570,1287 (-1286),1287 (-1286)
cov1386,0.00603,0.00033,0.00092,0.00235,0.59886,0.59978,0.60960,1287 (-1286),1716 (-1715)
cov1387,0.00248,0.00022,0.00111,0.00206,0.10638,0.10749,0.11288,1287 (-1286),1716 (-1715)
cov1396,0.00999,0.00047,0.00095,0.00221,0.19632,0.19727,0.21150,715 (-714),1716 (-1715)
cov1397,0.00601,0.00031,0.00091,0.00209,0.13440,0.13531,0.14477,715 (-714),1716 (-1715)
cov1398,0.00191,0.00048,0.00131,0.00163,0.03334,0.03465,0.03947,715 (-714),1287 (-1286)
cov14107,0.02286,0.00099,0.00073,0.00660,0.52495,0.52568,0.55984,1001 (-1000),3432 (-3431)
cov14108,0.00942,0.00076,0.00129,0.00356,0.23396,0.23525,0.25086,1001 (-1000),3003 (-3002)
cov14109,0.00202,0.00018,0.00068,0.00164,0.04141,0.04209,0.04647,1001 (-1000),2002 (-2001)
cov141110,0.00105,0.00011,0.00062,0.00072,0.00556,0.00618,0.00838,364 (-363),1001 (-1000)
cov14118,0.00896,0.00053,0.00099,0.00183,0.03958,0.04057,0.05340,364 (-363),3003 (-3002)
cov14119,0.00428,0.00045,0.00101,0.00109,0.01927,0.02028,0.02704,364 (-363),2002 (-2001)
cov1496,0.02763,0.00104,0.00089,0.00695,4.11422,4.11511,4.15484,2002 (-2001),3003 (-3002)
cov1497,0.01239,0.00060,0.00138,0.00628,1.52306,1.52444,1.54589,2002 (-2001),3432 (-3431)
cov1498,0.00466,0.00040,0.00071,0.00328,0.29953,0.30024,0.30966,2002 (-2001),3003 (-3002)
cov15107,0.04923,0.00163,0.00056,0.01062,14.47415,14.47471,14.54257,3003 (-3002),6435 (-6434)
cov15108,0.02323,0.00086,0.00060,0.00931,6.06413,6.06473,6.10172,3003 (-3002),6435 (-6434)
cov15109,0.00787,0.00070,0.00098,0.00639,0.73220,0.73318,0.74988,3003 (-3002),5005 (-5004)
cov151110,0.00392,0.00034,0.00080,0.00314,0.05090,0.05170,0.06001,1365 (-1364),3003 (-3002)
cov15118,0.03313,0.00123,0.00059,0.00894,0.86893,0.86952,0.91763,1365 (-1364),6435 (-6434)
cov15119,0.01273,0.00074,0.00098,0.00589,0.41076,0.41174,0.43358,1365 (-1364),5005 (-5004)
cov151210,0.00524,0.00033,0.00072,0.00147,0.02643,0.02715,0.03510,455 (-454),3003 (-3002)
cov151211,0.00123,0.00012,0.00102,0.00078,0.00791,0.00893,0.01140,455 (-454),1365 (-1364)
cov15129,0.01904,0.00099,0.00079,0.00457,0.10953,0.11033,0.13765,455 (-454),5005 (-5004)
cov161110,0.01385,0.00132,0.00113,0.01325,1.77535,1.77649,1.80790,4368 (-4367),8008 (-8007)
cov16118,0.10489,0.00283,0.00084,0.02918,32.21746,32.21830,32.36905,4368 (-4367),12870 (-12869)
cov16119,0.04167,0.00145,0.00066,0.01813,14.31670,14.31735,14.38513,4368 (-4367),11440 (-11439)
cov161210,0.01980,0.00108,0.00071,0.00955,0.58906,0.58976,0.62417,1820 (-1819),8008 (-8007)
cov161211,0.00653,0.00061,0.00121,0.00688,0.14979,0.15100,0.16690,1820 (-1819),4368 (-4367)
cov16129,0.06038,0.00186,0.00055,0.01765,2.48941,2.48996,2.57934,1820 (-1819),11440 (-11439)
cov161310,0.02412,0.00097,0.00067,0.00655,0.13839,0.13906,0.17474,560 (-559),8008 (-8007)
cov161311,0.00836,0.00049,0.00088,0.00293,0.04374,0.04462,0.05772,560 (-559),4368 (-4367)
cov161312,0.00170,0.00016,0.00079,0.00159,0.01101,0.01180,0.01581,560 (-559),1820 (-1819)
cov171210,0.07147,0.00226,0.00086,0.03156,38.81074,38.81160,38.92769,6188 (-6187),19448 (-19447)
cov171211,0.01803,0.00211,0.00094,0.01988,2.59877,2.59971,2.64389,6188 (-6187),12376 (-12375)
cov17129,0.22390,0.00709,0.00079,0.04957,201.14268,201.14347,201.45328,6188 (-6187),24310 (-24309)
cov171310,0.10490,0.00293,0.00086,0.03387,5.91895,5.91981,6.07645,2380 (-2379),19448 (-19447)
cov171311,0.03393,0.00116,0.00065,0.01610,1.94678,1.94743,2.00410,2380 (-2379),12376 (-12375)
cov171312,0.00817,0.00058,0.00097,0.00865,0.23681,0.23778,0.25708,2380 (-2379),6188 (-6187)
cov171411,0.04816,0.00204,0.00084,0.01241,0.21521,0.21606,0.28573,680 (-679),12376 (-12375)
cov171412,0.01032,0.00136,0.00102,0.00398,0.05655,0.05757,0.07524,680 (-679),6188 (-6187)
cov171413,0.00251,0.00021,0.00136,0.00168,0.01098,0.01234,0.01731,680 (-679),2380 (-2379)
sts243,0.00311,0.00064,0.00074,0.00368,0.01333,0.01408,0.02285,243 (-242),9801 (-9800)
sts45,0.00015,0.00005,0.00061,0.00013,0.00079,0.00140,0.00194,45 (-44),330 (-329)
sts63,0.00028,0.00006,0.00072,0.00019,0.00136,0.00209,0.00280,63 (-62),651 (-650)
sts729,0.02539,0.00467,0.00119,0.02873,0.26774,0.26893,0.33968,729 (-728),88452 (-88451)
sts81,0.00033,0.00008,0.00095,0.00039,0.00185,0.00280,0.00392,81 (-80),1080 (-1079)
